period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2011-03-26,2011-10-26,10-K,2011,FY,,,,,,,24667000000.0,,5987000000.0,,,929409000.0,,,,,,0.24271293631167146,,,
2011-03-26,2012-04-25,10-Q,2012,Q2,,,,,,,24667000000.0,7874000000.0,5987000000.0,,15978000000.0,935062000.0,,,,,,0.24271293631167146,,,
2011-03-26,2012-10-31,10-K,2012,FY,,,,,,,24667000000.0,,5987000000.0,,,940692000.0,,,,,,0.24271293631167146,,,
2011-04-08,2011-04-21,10-Q,2011,Q2,,,,,,,,,,,,924754561.0,,,,,,,,,
2011-06-25,2011-07-20,10-Q,2011,Q3,46898000000.0,26859000000.0,46898000000.0,26859000000.0,,,28571000000.0,9379000000.0,7308000000.0,69343000000.0,12091000000.0,927090886.0,,26859000000.0,26859000000.0,0.5727109898076677,1.7460813879891284,0.25578383675755134,0.1558275406200691,,0.2578148321890059
2011-06-25,2011-10-26,10-K,2011,FY,,,,,,,28571000000.0,,7308000000.0,,,929409000.0,,,,,,0.25578383675755134,,,
2011-06-25,2012-07-25,10-Q,2012,Q3,,,,,,,28571000000.0,9379000000.0,7308000000.0,,12091000000.0,937406000.0,,,,,,0.25578383675755134,,,
2011-06-25,2012-10-31,10-K,2012,FY,,,,,,,28571000000.0,,7308000000.0,,,940692000.0,,,,,,0.25578383675755134,,,
2011-07-08,2011-07-20,10-Q,2011,Q3,,,,,,,,,,,,927090886.0,,,,,,,,,
2011-09-24,2011-10-26,10-K,2011,FY,44988000000.0,27970000000.0,44988000000.0,27970000000.0,,,28270000000.0,33790000000.0,6623000000.0,76615000000.0,9815000000.0,929409000.0,,27970000000.0,27970000000.0,0.6217213479149996,1.6084376117268502,0.23427661832331093,0.14721703565395217,,0.21816928958833468
2011-09-24,2012-01-25,10-Q,2012,Q1,44988000000.0,27970000000.0,44988000000.0,27970000000.0,,,,,,76615000000.0,9815000000.0,932370000.0,,27970000000.0,27970000000.0,0.6217213479149996,1.6084376117268502,,,,0.21816928958833468
2011-09-24,2012-04-25,10-Q,2012,Q2,44988000000.0,27970000000.0,44988000000.0,27970000000.0,,,,,,76615000000.0,9815000000.0,935062000.0,,27970000000.0,27970000000.0,0.6217213479149996,1.6084376117268502,,,,0.21816928958833468
2011-09-24,2012-07-25,10-Q,2012,Q3,44988000000.0,27970000000.0,44988000000.0,27970000000.0,,,,,,76615000000.0,9815000000.0,937406000.0,,27970000000.0,27970000000.0,0.6217213479149996,1.6084376117268502,,,,0.21816928958833468
2011-09-24,2012-10-31,10-K,2012,FY,44988000000.0,27970000000.0,44988000000.0,27970000000.0,,,28270000000.0,33790000000.0,6623000000.0,76615000000.0,9815000000.0,940692000.0,,27970000000.0,27970000000.0,0.6217213479149996,1.6084376117268502,0.23427661832331093,0.14721703565395217,,0.21816928958833468
2011-09-24,2013-01-24,10-Q,2013,Q1,,,,,,,,,,,9815000000.0,939058000.0,,,,,,,,,
