period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-09-30,2013-10-25,10-Q,2013,Q3,,,,,,,13806000000.0,-28000000.0,-274000000.0,,2980000000.0,457733620.0,22000000.0,,,,,-0.019846443575257135,,-1.2727272727272727,
2012-09-30,2014-01-31,10-K,2013,FY,,,,,,,13806000000.0,-28000000.0,-274000000.0,,,459264535.0,,,,,,-0.019846443575257135,,,
2012-09-30,2014-10-24,10-Q,2014,Q3,,,,,,,,,,,2980000000.0,463006452.0,,,,,,,,,
2012-10-12,2012-10-26,10-Q,2012,Q3,,,,,,,,,,,,452958533.0,,,,,,,,,
2012-12-31,2013-01-30,10-K,2012,FY,21296000000.0,19002000000.0,21296000000.0,19002000000.0,3084000000.0,579000000.0,17431000000.0,676000000.0,177000000.0,8192000000.0,8084000000.0,454551069.0,92000000.0,2121000000.0,3663000000.0,0.8922802404207363,1.1207241343016525,0.010154322758304172,0.008311419984973704,7.3478260869565215,0.37960180315552217
2012-12-31,2013-04-26,10-Q,2013,Q1,21296000000.0,19002000000.0,21296000000.0,19002000000.0,3084000000.0,579000000.0,,,,8192000000.0,8084000000.0,455242694.0,,2121000000.0,3663000000.0,0.8922802404207363,1.1207241343016525,,,,0.37960180315552217
2012-12-31,2013-07-26,10-Q,2013,Q2,21296000000.0,19002000000.0,21296000000.0,19002000000.0,3084000000.0,579000000.0,,,,8192000000.0,8084000000.0,456883519.0,,2121000000.0,3663000000.0,0.8922802404207363,1.1207241343016525,,,,0.37960180315552217
2012-12-31,2013-10-25,10-Q,2013,Q3,21296000000.0,19002000000.0,21296000000.0,19002000000.0,3084000000.0,579000000.0,,,,8192000000.0,8084000000.0,457733620.0,,2121000000.0,3663000000.0,0.8922802404207363,1.1207241343016525,,,,0.37960180315552217
2012-12-31,2014-01-31,10-K,2013,FY,21296000000.0,19002000000.0,21296000000.0,19002000000.0,3084000000.0,579000000.0,21268000000.0,405000000.0,97000000.0,8192000000.0,8084000000.0,459264535.0,92000000.0,2121000000.0,3663000000.0,0.8922802404207363,1.1207241343016525,0.004560842580402483,0.004554845980465815,4.4021739130434785,0.37960180315552217
2012-12-31,2014-04-25,10-Q,2014,Q1,,,,,,,,,,,8084000000.0,460167404.0,,,,,,,,,
2012-12-31,2014-07-25,10-Q,2014,Q2,,,,,,,,,,,8084000000.0,462036113.0,,,,,,,,,
2012-12-31,2014-10-24,10-Q,2014,Q3,,,,,,,,,,,8084000000.0,463006452.0,,,,,,,,,
2012-12-31,2015-01-30,10-K,2014,FY,,,,,,,61093000000.0,676000000.0,-39000000.0,8192000000.0,8084000000.0,464383939.0,92000000.0,,,,,-0.0006383710081351383,,7.3478260869565215,
2012-12-31,2016-01-29,10-K,2015,FY,,,,,,,,,,8192000000.0,8084000000.0,470842035.0,,,,,,,,,
2013-01-18,2013-01-30,10-K,2012,FY,,,,,,,,,,,,454551069.0,,,,,,,,,
2013-03-31,2013-04-26,10-Q,2013,Q1,16313000000.0,14332000000.0,16313000000.0,14332000000.0,3040000000.0,652000000.0,16070000000.0,181000000.0,82000000.0,8432000000.0,4481000000.0,455242694.0,33000000.0,2172000000.0,3692000000.0,0.8785631091767302,1.138222160200949,0.005102675793403858,0.005026665849322626,5.484848484848484,0.27468889842456934
2013-03-31,2013-07-26,10-Q,2013,Q2,,,,,,,,,,,4481000000.0,456883519.0,,,,,,,,,
