period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-05-06,2012-06-06,10-Q,2012,Q3,14591000000.0,12366000000.0,14591000000.0,12366000000.0,1373000000.0,0.0,21849000000.0,623000000.0,405000000.0,13183000000.0,4791000000.0,432344799.0,19000000.0,686500000.0,1373000000.0,0.847508738263313,1.1799288371340773,0.018536317451599615,0.0277568364060037,32.78947368421053,0.3283530943732438
2012-05-06,2012-10-19,10-K,2012,FY,,,,,,,21849000000.0,623000000.0,405000000.0,,,432424379.0,19000000.0,,,,,0.018536317451599615,,32.78947368421053,
2012-05-06,2013-06-11,10-Q,2013,Q3,27836000000.0,,,,,,21849000000.0,623000000.0,405000000.0,13183000000.0,4791000000.0,436684233.0,19000000.0,,,,,0.018536317451599615,0.014549504239114816,32.78947368421053,0.17211524644345452
2012-05-06,2013-10-16,10-K,2013,FY,,,,,,,21849000000.0,623000000.0,405000000.0,,,436922037.0,19000000.0,,,,,0.018536317451599615,,32.78947368421053,
2012-05-31,2012-06-06,10-Q,2012,Q3,,,,,,,,,,,,432344799.0,,,,,,,,,
2012-09-02,2012-10-19,10-K,2012,FY,13526000000.0,12260000000.0,13526000000.0,12260000000.0,1381000000.0,1000000.0,31524000000.0,949000000.0,622000000.0,12518000000.0,3528000000.0,432424379.0,22000000.0,691500000.0,1382000000.0,0.9064024841046873,1.1032626427406198,0.01973099860423804,0.04598550938932426,43.13636363636363,0.2608309921632412
2012-09-02,2012-12-21,10-Q,2013,Q1,13526000000.0,12260000000.0,13526000000.0,12260000000.0,1381000000.0,0.0,99137000000.0,2759000000.0,,12518000000.0,3528000000.0,435636480.0,,690500000.0,1381000000.0,0.9064024841046873,1.1032626427406198,,,,0.2608309921632412
2012-09-02,2013-03-20,10-Q,2013,Q2,13526000000.0,12260000000.0,13526000000.0,12260000000.0,1381000000.0,0.0,99137000000.0,2759000000.0,,12518000000.0,3528000000.0,436371394.0,,690500000.0,1381000000.0,0.9064024841046873,1.1032626427406198,,,,0.2608309921632412
2012-09-02,2013-06-11,10-Q,2013,Q3,13526000000.0,12260000000.0,13526000000.0,12260000000.0,1381000000.0,1000000.0,99137000000.0,2759000000.0,,12518000000.0,3528000000.0,436684233.0,,691500000.0,1382000000.0,0.9064024841046873,1.1032626427406198,,,,0.2608309921632412
2012-09-02,2013-10-16,10-K,2013,FY,13526000000.0,12260000000.0,13526000000.0,12260000000.0,1381000000.0,1000000.0,31524000000.0,949000000.0,622000000.0,12518000000.0,3528000000.0,436922037.0,22000000.0,691500000.0,1382000000.0,0.9064024841046873,1.1032626427406198,0.01973099860423804,0.04598550938932426,43.13636363636363,0.2608309921632412
