period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,current_assets,current_liabilities,long_term_debt,current_debt,revenue,operating_income,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2012-07-31,2013-05-30,10-Q,2013,Q3,1523000000.0,1265000000.0,1523000000.0,1265000000.0,499000000.0,,,,,2744000000.0,393000000.0,296925259.0,,1514500000.0,1764000000.0,0.8305975049244911,1.2039525691699604,,,,0.25804333552199604
2012-07-31,2013-09-13,10-K,2013,FY,1523000000.0,1265000000.0,1523000000.0,1265000000.0,,,567000000.0,-47000000.0,4000000.0,2744000000.0,393000000.0,282712839.0,,1265000000.0,1265000000.0,0.8305975049244911,1.2039525691699604,0.007054673721340388,0.0026263952724885093,,0.25804333552199604
2012-07-31,2013-11-22,10-Q,2014,Q1,,,,,,,,,,2744000000.0,393000000.0,284852965.0,,,,,,,,,
2012-07-31,2014-02-21,10-Q,2014,Q2,,,,,,,,,,2744000000.0,393000000.0,283313817.0,,,,,,,,,
2012-07-31,2014-05-21,10-Q,2014,Q3,,,,,,,,,,2744000000.0,393000000.0,283886921.0,,,,,,,,,
2012-07-31,2014-09-12,10-K,2014,FY,,,,,,,3808000000.0,1168000000.0,792000000.0,2744000000.0,393000000.0,285540169.0,,,,,,0.20798319327731093,,,
2012-07-31,2015-09-01,10-K,2015,FY,,,,,,,,,,2744000000.0,393000000.0,277306606.0,,,,,,,,,
2012-08-31,2012-09-13,10-K,2012,FY,,,,,,,,,,,,295371402.0,,,,,,,,,
2012-10-31,2012-11-29,10-Q,2013,Q1,1334000000.0,1074000000.0,1334000000.0,1074000000.0,499000000.0,,647000000.0,-69000000.0,-19000000.0,2745000000.0,216000000.0,296053798.0,,1323500000.0,1573000000.0,0.8050974512743628,1.2420856610800746,-0.02936630602782071,-0.01424287856071964,,0.1619190404797601
2012-10-31,2013-03-01,10-Q,2013,Q2,,,,,,,,,,,216000000.0,296388841.0,,,,,,,,,
2012-10-31,2013-11-22,10-Q,2014,Q1,,,,,,,562000000.0,-73000000.0,-19000000.0,2745000000.0,216000000.0,284852965.0,,,,,,-0.033807829181494664,,,
2012-10-31,2014-09-12,10-K,2014,FY,,,,,,,562000000.0,-73000000.0,-19000000.0,,,285540169.0,,,,,,-0.033807829181494664,,,
2012-11-20,2012-11-29,10-Q,2013,Q1,,,,,,,,,,,,296053798.0,,,,,,,,,
2013-01-31,2013-03-01,10-Q,2013,Q2,1912000000.0,1596000000.0,1912000000.0,1596000000.0,499000000.0,,968000000.0,93000000.0,71000000.0,2792000000.0,399000000.0,296388841.0,,1845500000.0,2095000000.0,0.8347280334728033,1.1979949874686717,0.07334710743801653,0.03713389121338912,,0.20868200836820083
2013-01-31,2013-05-30,10-Q,2013,Q3,,,,,,,,,,,399000000.0,296925259.0,,,,,,,,,
2013-01-31,2014-02-21,10-Q,2014,Q2,,,,,,,884000000.0,84000000.0,71000000.0,2792000000.0,399000000.0,283313817.0,,,,,,0.08031674208144797,,,
2013-01-31,2014-09-12,10-K,2014,FY,,,,,,,884000000.0,84000000.0,71000000.0,,,285540169.0,,,,,,0.08031674208144797,,,
2013-02-22,2013-03-01,10-Q,2013,Q2,,,,,,,,,,,,296388841.0,,,,,,,,,
2013-04-30,2013-05-30,10-Q,2013,Q3,2700000000.0,1546000000.0,2700000000.0,1546000000.0,499000000.0,,2178000000.0,1247000000.0,822000000.0,3570000000.0,1412000000.0,296925259.0,,1795500000.0,2045000000.0,0.5725925925925925,1.7464424320827943,0.3774104683195592,0.30444444444444446,,0.522962962962963
2013-04-30,2014-05-21,10-Q,2014,Q3,,,,,,,2091000000.0,1282000000.0,822000000.0,3570000000.0,1412000000.0,283886921.0,,,,,,0.3931133428981349,,,
2013-04-30,2014-09-12,10-K,2014,FY,,,,,,,2091000000.0,1282000000.0,822000000.0,,,285540169.0,,,,,,0.3931133428981349,,,
2013-05-23,2013-05-30,10-Q,2013,Q3,,,,,,,,,,,,296925259.0,,,,,,,,,
2013-07-31,2013-09-13,10-K,2013,FY,2396000000.0,1280000000.0,2396000000.0,1280000000.0,,,634000000.0,-60000000.0,-16000000.0,3531000000.0,1009000000.0,282712839.0,,1280000000.0,1280000000.0,0.5342237061769616,1.871875,-0.025236593059936908,-0.00667779632721202,,0.421118530884808
2013-07-31,2013-11-22,10-Q,2014,Q1,2396000000.0,1280000000.0,2396000000.0,1280000000.0,499000000.0,,,,,3531000000.0,1009000000.0,284852965.0,,1529500000.0,1779000000.0,0.5342237061769616,1.871875,,,,0.421118530884808
