period_end,filed,form,fiscal_year,fiscal_period,assets,liabilities,long_term_debt,revenue,net_income,stockholders_equity,cash,shares_outstanding,interest_expense,current_debt,current_liabilities,current_assets,operating_income,default_point_proxy,total_debt_proxy,book_leverage,current_ratio,net_margin,return_on_assets,interest_coverage_proxy,cash_to_assets
2024-12-31,2026-05-05,10-Q,2026,Q1,,,,,,54469000000.0,46251000000.0,401564632.0,,,,,,,,,,,,,
2025-02-03,2025-02-21,10-K,2024,FY,,,,,,,,395749583.0,,,,,,,,,,,,,
2025-03-31,2025-05-02,10-Q,2025,Q1,554722000000.0,498271000000.0,60722000000.0,5452000000.0,1499000000.0,56451000000.0,38400000000.0,395567009.0,,,,,,30361000000.0,60722000000.0,0.8982355125630496,,0.27494497432134996,0.0027022544625956786,,0.06922386348477255
2025-03-31,2025-08-01,10-Q,2025,Q2,,,,,,56451000000.0,,393807382.0,,,,,,,,,,,,,
2025-03-31,2026-05-05,10-Q,2026,Q1,,,,5452000000.0,1499000000.0,56451000000.0,38400000000.0,401564632.0,,,,,,,,,,0.27494497432134996,,,
2025-04-16,2025-05-02,10-Q,2025,Q1,,,,,,,,395567009.0,,,,,,,,,,,,,
2025-06-30,2025-08-01,10-Q,2025,Q2,559107000000.0,501452000000.0,60424000000.0,5661000000.0,1643000000.0,57655000000.0,30394000000.0,393807382.0,,,,,,30212000000.0,60424000000.0,0.8968802036104001,,0.2902314078784667,0.0029386146122298592,,0.054361687476636854
2025-06-30,2025-11-03,10-Q,2025,Q3,,,,,,57655000000.0,,392158451.0,,,,,,,,,,,,,
2025-07-15,2025-08-01,10-Q,2025,Q2,,,,,,,,393807382.0,,,,,,,,,,,,,
2025-09-30,2025-11-03,10-Q,2025,Q3,568767000000.0,509729000000.0,62344000000.0,5915000000.0,1822000000.0,59038000000.0,38871000000.0,392158451.0,,,,,,31172000000.0,62344000000.0,0.8962000256695624,,0.3080304311073542,0.0032034207329187524,,0.06834257261760968
2025-10-14,2025-11-03,10-Q,2025,Q3,,,,,,,,392158451.0,,,,,,,,,,,,,
2025-12-31,2026-02-20,10-K,2025,FY,573572000000.0,512936000000.0,57101000000.0,23099000000.0,6997000000.0,60636000000.0,39713000000.0,403370923.0,,,,,,28550500000.0,57101000000.0,0.8942835424323363,,0.30291354604095416,0.012198991582573766,,0.06923803811901558
2025-12-31,2026-05-05,10-Q,2026,Q1,573572000000.0,512936000000.0,57101000000.0,,,60636000000.0,39713000000.0,401564632.0,,,,,,28550500000.0,57101000000.0,0.8942835424323363,,,,,0.06923803811901558
2026-02-03,2026-02-20,10-K,2025,FY,,,,,,,,403370923.0,,,,,,,,,,,,,
2026-03-31,2026-05-05,10-Q,2026,Q1,603028000000.0,539352000000.0,66666000000.0,6165000000.0,1772000000.0,63676000000.0,31699000000.0,401564632.0,,,,,,33333000000.0,66666000000.0,0.8944062298931393,,0.28742903487429033,0.0029385036847376905,,0.05256638166055307
2026-04-14,2026-05-05,10-Q,2026,Q1,,,,,,,,401564632.0,,,,,,,,,,,,,
